id,SMILES,FFV
2354,*c1cccc(Cc2cccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,0.38669859
2355,*Nc1ccc(C2(c3ccc(N*)c(C)c3)c3ccccc3-c3ccccc32)cc1C,0.381850225
2356,*CC(*)(C)C(=O)OCCS(=O)(=O)c1ccc(N=Nc2ccc(N(CC)CC)cc2)cc1,0.37486297
2357,*NCCNCCNCCN*,0.32616627
2358,*CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO*,0.3490113
2359,*Oc1ccc(C2(c3ccc(OC(*)=S)cc3)CCC(C)CC2)cc1,0.36588296
2360,*Oc1ccc(C(C)(C)c2ccc(OC3(F)C(*)(F)C(F)(F)C3(F)F)cc2)cc1,0.3613817
2361,*C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc(-c2ccccc2)c1,0.366746
2362,*Nc1c(-c2cccc3ccccc23)ccc(-c2cccc3ccccc23)c1N*,0.35630163
2363,*Oc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4c(C(=O)c5ccc(*)cc5)c(-c5ccccc5)c(-c5ccc6ccccc6c5)c(-c5ccc6ccccc6c5)c4-c4ccccc4)cc3)cc2)cc1,0.39702899
2364,*Oc1ccc(C(C)(C)c2ccc(OC(=O)C3CCC(C(*)=O)CC3)cc2)cc1,0.3540751
2365,*C(=O)c1ccc(Oc2ccc(-c3ccc(Oc4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(N7C(=O)c8ccc(*)cc8C7=O)cc5)C6=O)cc4)cc3)cc2)cc1,0.37364241
2366,*C=CC1CC(*)C2C(=O)N(c3ccccc3Br)C(=O)C12,0.37993611
2367,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(*)=O)cc2)C(=O)OCC)cc1,0.34116188
2368,*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,0.33395408
2369,*Oc1ccc(C(c2ccc(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.35569196
2370,*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.36098706
2371,*c1c(C)cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,0.42202821
2372,*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,0.35903581
2373,*c1nnc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(*)c6ccccc56)cc4)(C(F)(F)F)C(F)(F)F)cc3)c3ccccc23)o1,0.39620569
2374,*C(=O)OCC(C)(C)COC(=O)N1CCN(*)CC1,0.33768571
2375,*CC(c1ccccc1)C1C(=O)N(c2ccc(Oc3ccccc3)cc2)C(=O)C1*,0.367645
2376,*c1ccc2nc(-c3ccc4c(c3)C(=O)N(c3cc(C(*)(C(F)(F)F)C(F)(F)F)ccc3O)C4=O)oc2c1,0.39736804
2377,*Nc1cc(N*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.35494944
2378,*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc([Si](C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.37223437
2379,*Nc1cccc2c(NC(=O)Nc3cc(NC(*)=O)cc(C(=O)Nc4cccc5c4C(=O)c4ccccc4C5=O)c3)cccc12,0.33149666
2380,*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(C(=O)Nc4cccc(O*)c4)c3)cc2)cc1,0.34135559
2381,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,0.40568051
2382,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ncc(*)s5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,0.4074392
2383,*c1cccc(P(C)(=O)c2cccc(N3C(=O)c4ccc(NC(=O)OCCOc5ccc(C(c6ccc(OCCOC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c2)c1,0.34534828
2384,*CC(*)c1ccccc1COC,0.37399571
2385,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,0.37852395
2386,*CC(*)c1ccccc1C(=O)OCCCCC,0.37483446
2387,*C(=O)c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(*)s4)cc3)cc2)s1,0.37910073
2388,*CCCCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,0.35290149
2389,*CCC(CC)CC(C)CNC(=O)c1ccc(C(=O)N*)cc1,0.34406893
2390,*CC(*)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,0.36822065
2391,*Nc1ccc2ccccc2c1Cc1c(N*)ccc2ccccc12,0.34468979
2392,*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)c(C)c4)cc3C)cc2)cc1,0.35738719
2393,*c1cccc(-c2cccc(C(F)(F)C(F)(F)C(*)(F)F)c2)c1,0.36208143
2394,*OC(=O)OCCOCCOCCOCCOC(=O)OC1COC2C(*)COC12,0.32639137
2395,*c1ccc(N2C(=O)c3c(c(-c4ccccc4)c(-c4ccc(-c5c(-c6ccccc6)c6c(c(-c7ccccc7)c5-c5ccccc5)C(=O)N(*)C6=O)cc4)c(-c4ccccc4)c3-c3ccccc3)C2=O)cc1,0.42520451
2396,*COC1OC(*)C(O)C(O)C1O,0.28194212
2397,*Nc1cccc(NC(=O)CCCCC(=O)Nc2cccc(NC(=S)NC(=O)CCCCCCCCC(=O)NC(*)=S)c2)c1,0.34083376
2398,*Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.35850742
2399,*Nc1cccc(-c2cccc(-c3ccccc3)c2-c2ccccc2)c1N*,0.36058761
2400,*C1C(*)C2CC1C(COCc1ccccc1)C2COCc1ccccc1,0.35376741
2401,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,0.36896466
2402,*c1ccc(C2(c3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,0.4105138
2403,*CCCS(=O)(=O)c1ccc(N=Nc2ccc(N(CCCC)CC(=O)O*)cc2)cc1,0.37775099
2404,*CCC(C)C(*)(C)C(=O)OC,0.35037365
2405,*CCN(CCOC(=O)c1ccc(C(=O)O*)cc1)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,0.35125653
2406,*Nc1cc2c(cc1N*)[C@]1(C)c3c(ccc(N)c3N)[C@]3(C)c4cc(N)c(N)cc4[C@@]2(C)[C@@H]31,0.39437895
2407,*C=CC1CC(*)C(C(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.37717295
2408,*Nc1ccc(-c2ccc(-c3ccc(N*)c(-c4ccc(C(C)C)cc4)c3-c3ccc(C(C)C)cc3)cc2)cc1,0.3784415
2409,*c1ccc(-c2cc(CCCCCCCC)c(-c3ccc(-c4ccc(-c5sc(-c6ccc([Si](*)(CCCC)CCCC)s6)cc5CCCCCCCC)s4)s3)s2)s1,0.42518997
2410,*CCCCCCCCNC(=O)CC(=O)N*,0.33840091
2411,*OC(COC(=O)C1=C(C(=O)OCC(COC(=O)C2=C(c3ccccc3)C3C=CC2C3)OC(=O)c2ccc(C(*)=O)cc2)C2C=CC1C2)COC(=O)C1=C(c2ccccc2)C2C=CC1C2,0.34889157
2412,*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccccc1,0.34387073
2413,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(-c3ccc(OC)cc3)cc2)cc1,0.35115071
2414,*Nc1ccc2ccccc2c1-c1c(N*)ccc2ccccc12,0.35275725
2415,*Oc1ccc(Oc2ccc(NC(=O)c3cccc(C(=O)Nc4ccc(*)cc4)c3)cc2)cc1C(C)(C)C,0.36499914
2416,*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc(*)ccc3n4-c3ccc(C)cc3)ccc1-2,0.39958205
2417,*CC(C#N)C(CCC(C)(O)C=C)C(*)(C)C,0.3589437
2418,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8cccc(N9C(=O)c%10ccc(*)cc%10C9=O)c8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.36211978
2419,*Oc1ccc(C2(c3ccc(Oc4ccc(-c5ccc(-c6ccc(*)c(C(F)(F)F)c6)cc5)cc4C(F)(F)F)cc3)c3ccccc3-c3ccccc32)cc1,0.40015499
2420,*CCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,0.34895438
2421,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OCCCCCCCCCCCC)cc1,0.35629781
2422,*C/C=C/COC(=O)NCCCCCCNC(=O)O*,0.33443961
2423,*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,0.39302909
2424,*Nc1cccc2c1ccc1c3cccc(N*)c3ccc21,0.33361002
2425,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCC(*)C,0.43809694
2426,*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,0.34859909
2427,*O[Si](*)(C)CCCCCn1c2ccccc2c2ccccc21,0.37747009
2428,*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c2C)C3=O)cc1,0.37301692
2429,*c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc(*)cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,0.41180869
2430,*OC(=O)C(C)NC(=O)CCCCCCCCC(=O)NC(C)C(=O)OC1COC2C(*)COC12,0.33769731
2431,*Nc1cccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1N*,0.36834025
2432,*Nc1ccc(C(c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.35504782
2433,*C(=O)Nc1cccc(P(=O)(c2ccccc2)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(*)cc7C6=O)c5)c3)C4=O)c2)c1,0.36969182
2434,*Nc1ccc(/C(C)=C\C(C)(C)c2ccc(N*)cc2)cc1,0.35473258
2435,*c1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(-c4nc(-c5ccc([N+](=O)[O-])cc5)[nH]c4*)cc3)cc2)cc1,0.35066768
2436,*c1ccc(-c2sc(-c3ccc(-c4cc(SCCCC)c(*)s4)cc3)cc2SCCCC)cc1,0.51197804
2437,*O*CCCCCCCCCC(=O)Oc1ccc(-c2ccc(C(=O)Oc3cccc(OC(=O)c4ccc(-c5ccc(OC(=O)CCCCCCCCC(*)CO*)cc5)cc4)c3)cc2)cc1,0.38046147
2438,*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)CCCCCCCCCCN4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,0.34759943
2439,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCC(C)C)cc1,0.35420645
2440,*CCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.35432247
2441,*Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4C)cc3)cc2)cc1C,0.36216317
2442,*Oc1ccc(N=C(c2ccccc2)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(C(=Nc6ccc(*)cc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,0.38227472
2443,*CC(Cc1ccc(-c2ccccc2)cc1)C[Si](*)(C)C,0.37356757
2444,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],0.38190674
2445,*Nc1cccc2cc3c(N*)cccc3cc12,0.34156849
2446,*N=Nc1ccc([Te]c2ccc(*)cc2)cc1,0.35960485
2447,*C(=O)Nc1ccc(S(=O)(=O)c2ccc(N3C(=O)CC(N4C(=O)c5ccc(*)cc5C4=O)C3=O)cc2)cc1,0.35376689
2448,*N=P(*)(NCC)NCC,0.39858721
2449,*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c2cccc(C(=O)O*)c2)c1,0.33541643
2450,*CC(*)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.38284106
2451,*Nc1ccc(-c2ccc(N*)c(=C\c3ccccc3)/c2=C\c2ccccc2)cc1,0.36805136
2452,*CC1CCC(COC(=O)O*)CC1,0.34179915
2453,*CCCOC(=O)CCCC(=O)O*,0.32464851
2454,*CC(*)C(=O)OCC(C)(C)C,0.38252829
2455,*c1ccc(-c2ccc(-c3cc(CCCCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCCCC)cc4)s3)cc2)cc1,0.4395737
2456,*Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc(*)cc3)cc2)cc1,0.37498701
2457,*CCCC(C)(C)CNC(=O)CCCC(=O)N*,0.33531412
2458,*C(=O)OCCOC(=O)N1CCN(*)CC1,0.31625475
2459,*Nc1cc2c(cc1N*)-c1cc(N)c(N)cc1C2,0.35872806
2460,*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,0.39245647
2461,*N=P(*)(OCC)OCC,0.38134489
2462,*Oc1ccc(C(=Cc2ccc(-c3ccc(C=C(c4ccccc4)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)c2ccccc2)cc1,0.37719758
2463,*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)cc1,0.36259247
2464,*Oc1ccc(Oc2cccc(*)n2)c(C)c1,0.35844504
2465,*Oc1ccc(C(=O)c2ccccc2)c(-c2cc(Oc3ccc(-c4ccc(*)cc4)cc3)ccc2C(=O)c2ccccc2)c1,0.38076076
2466,*CC(*)(C)C(=O)OCCOc1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,0.34955949
2467,*Nc1ccc2c(c1)[C@@H]1c3ccc(N*)cc3[C@@H]3c4ccc(N)cc4[C@H]2C31C,0.3861986
2468,*CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N*)cc1,0.34678668
2469,*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)C6CC7CC(C6)CC5C7)cc4)cc3)cc2)cc1,0.36751197
2470,*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,0.35986074
2471,*c1ccc([Si](*)(C)C)s1,0.42057371
2472,*CCc1cc(C)c(*)cc1C,0.39678497
2473,*c1ccc(-c2cc(CCCCCCCC)c(-c3ccc(-c4sc(*)cc4CCCCCCCC)cc3)s2)cn1,0.43120083
2474,*Nc1ccc(CC2=CC=C[C@@](C)(c3ccc(Cc4ccc(N*)cc4)cc3)C=C2)cc1,0.34837056
2475,*Nc1cccc2c1-c1c(N*)cccc1C2(c1ccccc1N)c1ccccc1N,0.36322501
2476,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(-c5ccc(S(=O)(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,0.3714925
2477,*O[Si](*)(C)CCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4cc(OCC(C)CC)c(OCC(C)CC)c(OCC(C)CC)c4)cc3)cc2)cc1,0.37208958
2478,*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,0.37303121
2479,*C(=O)Nc1cccc(N2C(=O)CC(N3C(=O)c4ccc(*)cc4C3=O)C2=O)c1,0.34139674
2480,*C(=O)Nc1ccc(Cc2ccc(N3C(=O)CC(N4C(=O)c5ccc(*)cc5C4=O)C3=O)cc2)cc1,0.35665576
2481,*Nc1cc2c(cc1N*)[C@H]1CC[C@@H]2CC1,0.35470749
2482,*c1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(-c4nc(-c5ccc(-c6nc(-c7ccc([N+](=O)[O-])cc7)c(-c7ccc([N+](=O)[O-])cc7)[nH]6)cc5)[nH]c4*)cc3)cc2)cc1,0.37265586
2483,*CC(C)(C)C1C(=O)N(C)C(=O)C1*,0.33146348
2484,*Nc1ccc(C2(c3ccc(N*)cc3)C=CC(c3ccccc3)=CC2)cc1,0.35269546
2485,*c1ccc(C(=O)OCCCCCCCCOc2ccc(C=C3CCCC(=Cc4ccc(OCCCCCCCCOC(=O)c5ccc(-c6nnc(*)o6)cc5)cc4)C3=O)cc2)cc1,0.37367873
2486,*C=CCC(C*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2,0.379025
2487,*Oc1ccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,0.40024416
2488,*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)cc1,0.35845216
2489,*CCCCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,0.36896475
2490,*Nc1ccc(Oc2ccc(Oc3ccc(N*)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,0.34410013
2491,*CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O*,0.3380047
2492,*CCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,0.37834566
2493,*Nc1ccc(C(CC)=C(c2ccc(N)cc2)c2ccc(N*)cc2)cc1,0.36758067
2494,*C(=O)c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(*)cc4C3=O)c(O)cc1O)C2=O,0.3634881
2495,*c1ncnc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,0.37819273
2496,*CCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,0.38269266
2497,*c1ccc(OC(=O)c2cc(Cl)cc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c2)cc1,0.36120932
2498,*Nc1cccc(C2(c3cccc(N*)c3)c3cc(C)ccc3-c3ccc(C)cc32)c1,0.37704106
2499,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6cc(*)[nH]n6)cc5)cc4)c3)cc2)cc1,0.37462428
2500,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5cccc(C(C)(C)c6ccc(*)cc6)c5)cc4)cc3)c2)cc1,0.35956065
2501,*C(F)(F)C1(*)OC(F)(C(F)(F)F)C(F)(C(F)(F)F)O1,0.33383626
2502,*CCCCCCOC(=O)C(CCCCCP(=O)(OCC)OCC)C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,0.36679836
2503,*CC(*)(C)C(=O)OCCCc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1,0.35850149
2504,*CCCCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.36151008
2505,*CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N*,0.3656047
2506,*CCOP(=O)(N=Nc1ccc(Oc2ccc(N=NP(=O)(O*)OCC)cc2)cc1)OCC,0.3620127
2507,*Oc1ccc(C(=O)OCCOCCOCCOCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,0.3367055
2508,*CC(*)(C)C(=O)OC1(C)CCOC(=O)C1,0.31901326
2509,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C#Cc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,0.39815997
2510,*C(=O)OCC(COc1ccc(N=Nc2ccc(C#N)cc2)cc1)OC(=O)c1ncccc1*,0.3600163
2511,*CC(*)c1ccc(CCCCCC)cc1,0.40375659
2512,*CC(O)CN(C)S(=O)(=O)c1cccc(S(=O)(=O)N(C)CC(O)COc2ccc(-c3ccc(O*)cc3)cc2)c1,0.34065553
2513,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3c(C)cc(Cc4cc(C)c(NC(=O)c5ccc(*)cc5)c(C(C)C)c4)cc3C(C)C)cc2)cc1C(C)(C)C,0.40228306
2514,*CC(*)c1ccc(C(=O)Cc2ccccc2)cc1,0.36666659
2515,*c1ccc2c(c1)C(=O)N(c1ccc(OCCCCCCCCCCOc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.35617191
2516,*Cc1ccc2oc(=O)c(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5cc6cc(*)ccc6oc5=O)cc4)cc3)cc2c1,0.33664324
2517,*O[Si](*)(C)CCCOc1ccc(C(=O)OC2CCC3(C)C(=CCC4C3CCC3(C)C(C(C)CCCC(C)C)CCC43)C2)cc1,0.373350915
2518,*Nc1cccc2c(N*)c3ccccc3cc12,0.34219547
2519,*c1ccc(-c2ccc3c(c2)C(CCCCCCBr)(CCCCCCBr)c2cc(*)ccc2-3)cc1,0.41425239
2520,*Nc1ccc(-c2cc(N*)ccc2-c2ccc(N)cc2)cc1,0.34901501
2521,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(C(=O)c6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6)cc5)cc4)cc3)cc1)C2=O,0.37412723
2522,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5ncc(*)o5)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,0.39644075
2523,*Nc1ccc2cc3cccc(N*)c3cc2c1,0.33634853
2524,*c1ccc2c(c1)C(=O)N(c1cc(Oc3c(C)cc(-c4cc(C)c(Oc5cc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc(C(F)(F)F)c5)c(C)c4)cc3C)cc(C(F)(F)F)c1)C2=O,0.39069947
2525,*Nc1ccccc1-c1ccc2c(c1-c1ccccc1N*)Cc1ccccc1-2,0.359745555
2526,*CC(*)c1ccc(C(C)(O)CCCC)cc1,0.39130508
2527,*CCCCC(=O)Oc1ccc(-c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,0.33853108
2528,*c1ccc(C(*)C)cc1,0.38776723
2529,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OCCCCCCOc4ccc(/C=C/c5ccc(F)cc5)cc4)c3)cc1OCCCCCCOc1ccc(/C=C/c3ccc(F)cc3)cc1)C2=O,0.36477665
2530,*Nc1ccc(-c2ccccc2)c(-c2ccccc2)c1N*,0.3546781
2531,*c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3nnc(-c4ccc(-c5nnc(*)o5)cc4)o3)cc2)cc1,0.48674163
2532,*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4cccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(-c9ccc(*)cc9)cc8)cc7)cc6)cc5)c4)cc3)cc2)cc1,0.36823106
2533,*Nc1cc2c(cc1N*)[C@@]1(C)c3cc(N)c(N)cc3[C@@]3(C)c4cc(N)c(N)cc4[C@]2(C)[C@]31C,0.40071937
2534,*Oc1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(Oc4ccc(-c5ccc(*)cc5)cc4)cc3)c2)cc1,0.34777733
2535,*c1cccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.3954689
2536,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,0.36239471
2537,*CC(O)CN(*)c1cc(C)cc(C)c1,0.38340984
2538,*CCCCCCCCCCC(=O)NCCCCCC(=O)N*,0.35926129
2539,*Nc1nc(N*)n(N)c(=S)n1,0.31626297
2540,*CCCCCCCCCCCCCCCCCCCCOC(=O)CC(=O)O*,0.38129764
2541,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,0.37602514
2542,*c1cccc(C(=O)Nc2cccc(S(=O)(=O)c3cccc(NC(=O)c4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)c3)c2)c1,0.35166575
2543,*C(=O)OCCCSCCCCCCSCCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,0.35879978
2544,*O[Sn](CCCC)(CCCC)OC(=O)CCCCC(*)=O,0.36080704
2545,*CCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O*)cc1,0.35707291
2546,*c1cccc(P(=O)(c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,0.38638827
2547,*c1cc(CCCCCCOC(=O)COC)c(*)s1,0.36444159
2548,*Nc1cc2c(cc1N*)C1(c3cc(N)c(N)cc3-c3cc(N)c(N)cc31)c1cc(N)c(N)cc1-2,0.37495313
2549,*C1CCC(*)C1,0.37999271
2550,*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,0.3903293
2551,*c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(-c6cc(*)n(-c7ccccc7)n6)cc5)cc4)cc3)cc2)cc1,0.38790383
2552,*CCNC(=O)c1ccc2cc(O*)ccc2c1,0.33091429
2553,*Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,0.35773858
2554,*OC(=O)C(C)NC(=O)CCCCCCC(=O)NC(C)C(=O)OC1COC2C(*)COC12,0.32784472
